galaxy_id,sample_branch,control_tier,n_realizations,n_valid_realizations,observed_statistic,control_median,control_mean,control_std,control_p05,control_p16,control_p84,control_p95,empirical_percentile_observed,empirical_p_two_sided,finite_status,notes
G0031,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0032,partial_rank_134,circular_shift_control_partial_rank,23,23,-0.2535807039356982,0.068015490690948005,0.011099088849774136,0.27805517314600747,-0.40628711246632404,-0.31838982268429572,0.29273012743726329,0.36829015195949533,0.2608695652173913,0.58333333333333337,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0032,partial_rank_134,circular_shift_control_partial_rank_absolute,23,23,0.2535807039356982,0.28055546869191655,0.25239237240043211,0.11720050955790669,0.068555724385069267,0.10638962358187562,0.38481225438634115,0.41182266848953086,0.43478260869565216,0.58333333333333337,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0032,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.2535807039356982,1.5923109410064846e-05,-0.0024804785974885885,0.21422350675781934,-0.3520316178954121,-0.22543145101898149,0.22320608297122846,0.33879571580186124,0.13200000000000001,0.25474525474525472,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0032,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.2535807039356982,0.160260298550085,0.17570665776393168,0.12257664556969508,0.012970631287204402,0.047838411557659659,0.30685607865332098,0.3999667883274039,0.746,0.25474525474525472,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0032,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.59987407272523041,0.59987407272523041,0.5998740727252303,1.6549400156241919e-16,0.5998740727252303,0.59987407272523041,0.59987407272523052,0.59987407272523052,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0032,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.34522977275899236,0.34522977275899236,0.34522977275899247,1.3243802018122829e-16,0.34522977275899225,0.34522977275899236,0.34522977275899236,0.34522977275899236,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0032,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0032,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0032,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0033,partial_rank_134,circular_shift_control_partial_rank,13,13,-0.50262297546493184,0.071450466130762377,0.030028745410195297,0.47382553981955683,-0.6483715489717583,-0.6300803114178446,0.53018413440590351,0.57813020629262835,0.23076923076923078,0.5,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0033,partial_rank_134,circular_shift_control_partial_rank_absolute,13,13,0.50262297546493184,0.48964978225249317,0.42753474193279328,0.20646164819807256,0.04827509686544211,0.2154853542818124,0.6300803114178446,0.6483715489717583,0.53846153846153844,0.5,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0033,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.50262297546493184,-0.0019348940892157729,-0.0027760292515116498,0.2890815781919856,-0.46027086607614287,-0.3020906741585152,0.31489028614013115,0.45331088195898739,0.029000000000000001,0.062937062937062943,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0033,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.50262297546493184,0.22674676338816435,0.24327240830338726,0.15618706907629823,0.026365896516976881,0.076062140694602362,0.40743540548587504,0.52205231041813815,0.93799999999999994,0.062937062937062943,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0034,partial_rank_134,circular_shift_control_partial_rank,25,25,-0.79742220102056849,0.054821872654214225,0.031335526495364203,0.68350623898187124,-0.9056718535356223,-0.83197645340864101,0.81782614286712141,0.88744091469164088,0.20000000000000001,0.42307692307692307,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0034,partial_rank_134,circular_shift_control_partial_rank_absolute,25,25,0.79742220102056849,0.71521545879200343,0.62933766504642896,0.26850846784001658,0.091651016931036888,0.33273970053737167,0.89005810461471124,0.90708669502052353,0.59999999999999998,0.42307692307692307,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0034,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.79742220102056849,0.00057155395908136623,-0.0011716740351910887,0.19677695085983402,-0.33621066168030023,-0.1981057019976904,0.20279669952779669,0.30859434751779641,0,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0034,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.79742220102056849,0.13938533888761356,0.15965958206371553,0.11502764478584249,0.014099988098856641,0.040067797522478979,0.28127753230363328,0.37402505039205342,1,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0034,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.70980033788071373,0.70980033788071384,0.70980033788071373,8.1053884708221967e-17,0.70980033788071373,0.70980033788071373,0.70980033788071384,0.70980033788071384,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0034,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.85867301509312621,0.85867301509312621,0.85867301509312621,5.8747480459522068e-17,0.8586730150931261,0.8586730150931261,0.85867301509312621,0.85867301509312621,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0034,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0034,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0034,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0035,partial_rank_134,circular_shift_control_partial_rank,72,72,-0.88785666651980832,-0.045186535928658678,0.018146216546353781,0.67726015274753659,-0.8709615649699225,-0.7807773756589852,0.88173922004391636,0.95522404624973956,0.041666666666666664,0.21917808219178081,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0035,partial_rank_134,circular_shift_control_partial_rank_absolute,72,72,0.88785666651980832,0.69362924784214441,0.61651448706312306,0.28092790341270502,0.10174804602193627,0.25461342538203824,0.8928095841629996,0.95522404624973956,0.79166666666666663,0.21917808219178081,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0035,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.88785666651980832,4.1248140392703778e-05,-0.00045176437668468085,0.11925317397105346,-0.19562828202658697,-0.11472554471221318,0.11722378478287851,0.1939965628535571,0,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0035,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.88785666651980832,0.079320701229965915,0.094771469683183743,0.072387099177351824,0.0075905004870607112,0.024580519777031191,0.17040331066881612,0.23881364025191398,1,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0035,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.72334169231953926,0.72334169231953926,0.72334169231953938,1.5582722720639762e-16,0.72334169231953915,0.72334169231953915,0.72334169231953926,0.72334169231953926,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0035,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.6886817019134257,0.6886817019134257,0.6886817019134257,8.5205548636002126e-17,0.68868170191342548,0.68868170191342559,0.6886817019134257,0.6886817019134257,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0035,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0035,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0035,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0036,partial_rank_134,circular_shift_control_partial_rank,10,10,0.1349283901894105,-0.051960621244883369,-0.013584518808623186,0.20078252122016618,-0.2730419024276412,-0.21121405952272615,0.21569830481201999,0.23357379437462508,0.59999999999999998,0.81818181818181823,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0036,partial_rank_134,circular_shift_control_partial_rank_absolute,10,10,0.1349283901894105,0.19925980913897007,0.18519000078203901,0.078758006508143061,0.048821292016975923,0.11417875814821511,0.23365178364298966,0.2807579379221567,0.20000000000000001,0.81818181818181823,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0036,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,0.1349283901894105,0.02076569698806547,0.016287435371679489,0.32781491529983348,-0.48696769896154474,-0.32333817802727532,0.37056328255037702,0.56551722403600035,0.63400000000000001,0.72227772227772225,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0036,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.1349283901894105,0.24189718314146041,0.27145490862145893,0.18449967975402828,0.023854557169851638,0.076512059315210199,0.46463936650007004,0.62002144588985142,0.27850000000000003,0.72227772227772225,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0037,partial_rank_134,circular_shift_control_partial_rank,49,49,-0.77718120149659631,-0.046923644076527,0.02378929229073384,0.6099800909650096,-0.76378087488021573,-0.68077014635982636,0.81382526129807276,0.88396860430355662,0.040816326530612242,0.23999999999999999,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0037,partial_rank_134,circular_shift_control_partial_rank_absolute,49,49,0.77718120149659631,0.60037812965233495,0.55222708397161402,0.26016704158978987,0.067036491672646331,0.2433126055899846,0.81382526129807276,0.88396860430355662,0.77551020408163263,0.23999999999999999,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0037,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.77718120149659631,-0.0053794657009989446,-0.0053798579917231013,0.14642536692799696,-0.24820738547613388,-0.15209692130821875,0.14183944485865635,0.24221609476757983,0,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0037,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.77718120149659631,0.10245862766481004,0.11663903792563303,0.088682950919510978,0.0076444397927387586,0.026171184588295333,0.20609699166801601,0.28317538341463699,1,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0037,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.75526342884828923,0.75526342884828923,0.75526342884828934,1.3396486701287775e-16,0.75526342884828912,0.75526342884828923,0.75526342884828923,0.75526342884828923,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0037,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.64827137765395471,0.64827137765395471,0.64827137765395482,1.4087150935148697e-16,0.64827137765395459,0.64827137765395459,0.64827137765395482,0.64827137765395482,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0037,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0037,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0037,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0038,partial_rank_134,circular_shift_control_partial_rank,33,33,-0.77242596024990384,0.0018729739178893299,0.018474023241435607,0.60456064887960104,-0.78860398967522027,-0.64410077094824081,0.76380061141819555,0.82377052852027355,0.090909090909090912,0.26470588235294118,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0038,partial_rank_134,circular_shift_control_partial_rank_absolute,33,33,0.77242596024990384,0.60680821424153131,0.5559792306472563,0.23816373107031719,0.11288347120054451,0.26544611236672411,0.80591788311302881,0.82377052852027355,0.75757575757575757,0.26470588235294118,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0038,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.77242596024990384,-0.018089332899123872,-0.0092699197881992955,0.17516454421926617,-0.29903632245899847,-0.17752740923653609,0.16960715509487728,0.27159820784229716,0,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0038,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.77242596024990384,0.12289121898243027,0.14090408770289059,0.10447290095062461,0.012379969493774514,0.037726723937798461,0.23982676989759369,0.34495359924242469,1,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0038,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.59595894876797595,0.59595894876797595,0.59595894876797584,9.5375847641474689e-17,0.59595894876797584,0.59595894876797584,0.59595894876797595,0.59595894876797595,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0038,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.59250721576208487,0.59250721576208487,0.59250721576208498,9.1214129167321769e-17,0.59250721576208487,0.59250721576208487,0.59250721576208498,0.59250721576208498,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0038,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0038,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0038,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0039,partial_rank_134,circular_shift_control_partial_rank,29,29,-0.11635660167446323,0.033818062998620675,0.0015926277756664303,0.14765961901237906,-0.20218343003660916,-0.17933388236902226,0.15602090093151363,0.18140758340619045,0.34482758620689657,0.73333333333333328,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0039,partial_rank_134,circular_shift_control_partial_rank_absolute,29,29,0.11635660167446323,0.15497663036761355,0.13817298436114075,0.052097273852368779,0.034583787435393663,0.080356165000130736,0.18409572046399081,0.20218343003660913,0.27586206896551724,0.73333333333333328,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0039,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.11635660167446323,0.0080454185440459822,0.0069654519418654113,0.18530371070309837,-0.31006929294865498,-0.17978472517116878,0.19706152033155927,0.30282539351591625,0.255,0.54845154845154842,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0039,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.11635660167446323,0.12999811386729102,0.15070841051345105,0.10804146297418007,0.0097750959757200804,0.041297509359308399,0.26367065718322336,0.35425863070450025,0.45200000000000001,0.54845154845154842,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0039,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.55222708899093242,0.55222708899093242,0.55222708899093231,1.0752554413787197e-16,0.55222708899093231,0.55222708899093242,0.55222708899093242,0.55222708899093242,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0039,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.74566707498593576,0.74566707498593576,0.74566707498593565,1.2322975462729964e-16,0.74566707498593576,0.74566707498593576,0.74566707498593576,0.74566707498593587,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0039,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0039,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0039,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0040,partial_rank_134,circular_shift_control_partial_rank,23,23,-0.027579537296310658,0.031348238854496058,0.0010662072975451198,0.073864349365165741,-0.14204758096796691,-0.069791296013110418,0.058831490596109294,0.083553531541849219,0.39130434782608697,0.91666666666666663,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0040,partial_rank_134,circular_shift_control_partial_rank_absolute,23,23,0.027579537296310658,0.04921816535032613,0.063466303137696189,0.037803535167688397,0.024923729115557475,0.034144239380057888,0.080894147252103407,0.1492316098481144,0.086956521739130432,0.91666666666666663,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0040,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.027579537296310658,0.005062912815420758,0.0010472096864254197,0.21753224353044506,-0.35657899506670765,-0.22337931192593397,0.22823447669633415,0.3660653413575698,0.44800000000000001,0.91308691308691303,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0040,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.027579537296310658,0.15310317055532535,0.1774233466141705,0.1258663167799238,0.014949350129225818,0.051402000746157674,0.31476948633505203,0.41036700093312761,0.086999999999999994,0.91308691308691303,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0040,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.45538049965144967,0.45538049965144967,0.45538049965144972,1.356109134729386e-16,0.45538049965144944,0.45538049965144956,0.45538049965144967,0.45538049965144967,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0040,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.57138809989203221,0.57138809989203221,0.57138809989203221,8.1886004264334453e-17,0.5713880998920321,0.57138809989203221,0.57138809989203232,0.57138809989203232,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0040,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0040,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0040,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0041,partial_rank_134,circular_shift_control_partial_rank,26,26,-0.49227924779845156,0.025175532936451174,0.023067896577113653,0.54909724529227766,-0.7287230954138596,-0.62512057836523471,0.64220838055535134,0.77493633596602662,0.26923076923076922,0.59259259259259256,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0041,partial_rank_134,circular_shift_control_partial_rank_absolute,26,26,0.49227924779845156,0.56130309621888697,0.50072642504187759,0.22652364094028005,0.094313607829970725,0.25044801740540923,0.73722736037043124,0.77493633596602662,0.42307692307692307,0.59259259259259256,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0041,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.49227924779845156,0.019617366885908299,0.013746279421964833,0.20177986290063193,-0.31921463175425552,-0.20110880399994877,0.22195549587841046,0.34744730186016837,0.0030000000000000001,0.0089910089910089919,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0041,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.49227924779845156,0.14026826075555709,0.16409935607655496,0.11821791152530389,0.014619905028510988,0.042688053290096693,0.28927574285699659,0.38916650135069819,0.99199999999999999,0.0089910089910089919,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0041,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.76055815991127318,0.76055815991127318,0.76055815991127318,4.6971750492077869e-17,0.76055815991127307,0.76055815991127318,0.76055815991127318,0.76055815991127329,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0041,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.82640364532410859,0.82640364532410859,0.82640364532410837,2.2317968230490979e-16,0.82640364532410859,0.82640364532410859,0.82640364532410859,0.82640364532410859,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0041,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0041,spectral_control_76,smooth_profile_linear_reference,1,1,,0.55293651198333094,0.55293651198333094,0,0.55293651198333094,0.55293651198333094,0.55293651198333094,0.55293651198333094,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0041,spectral_control_76,smooth_profile_quadratic_reference,1,1,,0.57036991400033354,0.57036991400033354,0,0.57036991400033354,0.57036991400033354,0.57036991400033354,0.57036991400033354,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
G0042,partial_rank_134,circular_shift_control_partial_rank,12,12,-0.90418762811883113,0.19740762802500456,0.072719144036451369,0.66275987106821777,-0.88742551358274058,-0.71778473023069578,0.76551135167204531,0.88757426430005071,0.083333333333333329,0.15384615384615385,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0042,partial_rank_134,circular_shift_control_partial_rank_absolute,12,12,0.90418762811883113,0.65454921145586575,0.61064323103851637,0.26768183538409152,0.15708707286871859,0.302650165199354,0.8839593817945568,0.91035756750461383,0.91666666666666663,0.15384615384615385,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0042,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,-0.90418762811883113,0.013168906218177158,0.0050053295569472966,0.30422486244487335,-0.48207431370166515,-0.32894963753486095,0.31175120638481407,0.49604435304904781,0,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0042,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.90418762811883113,0.22342976645598825,0.24775970800795119,0.17661525228980238,0.017830106262537403,0.061640359877175692,0.43216776950697183,0.58811204561400243,1,0.000999000999000999,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0043,partial_rank_134,circular_shift_control_partial_rank,24,24,0.02675171307702966,-0.0019455044566865144,-0.0017870776498587089,0.075541939952334242,-0.10585396639003247,-0.085638828589846713,0.08610935931399509,0.099985300335902375,0.58333333333333337,0.88,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0043,partial_rank_134,circular_shift_control_partial_rank_absolute,24,24,0.02675171307702966,0.07862170606804153,0.069093724077813959,0.030591430684876589,0.011502191902549752,0.040577264854824872,0.1023604958039189,0.10585396639003247,0.125,0.88,FINITE_EXACT_SHIFT,Per-galaxy summary; not a pooled p-value
G0043,partial_rank_134,shuffle_surrogate_partial_rank,1000,1000,0.02675171307702966,-0.015531212138692407,-0.0046353478365352904,0.20151941081483382,-0.33343978689170811,-0.21273690344150162,0.21741948300561004,0.32163756087456841,0.56999999999999995,0.89910089910089908,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0043,partial_rank_134,shuffle_surrogate_partial_rank_absolute,1000,1000,0.02675171307702966,0.14622461698207917,0.16469499558936537,0.11622012653814469,0.015374599504239481,0.04249429502573298,0.27806868215860764,0.3830539991722261,0.10100000000000001,0.89910089910089908,FINITE_RANDOM_ENSEMBLE,Per-galaxy summary; not a pooled p-value
G0043,spectral_control_76,random_phase_surrogate_radial_template,1000,1000,0.85554920218854413,0.85554920218854413,0.85554920218854436,2.4708386935030758e-16,0.85554920218854402,0.85554920218854402,0.85554920218854413,0.85554920218854413,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0043,spectral_control_76,random_phase_surrogate_residual,1000,1000,0.63305330628887702,0.63305330628887702,0.63305330628887713,1.1484236265056458e-16,0.63305330628887702,0.63305330628887702,0.63305330628887702,0.63305330628887702,0.5,1,DEGENERATE_PHASE_BLIND_STATISTIC,Per-galaxy summary; not a pooled p-value
G0043,spectral_control_76,smooth_profile_exponential_reference,1,1,,0.54841116895906106,0.54841116895906106,0,0.54841116895906106,0.54841116895906106,0.54841116895906106,0.54841116895906106,,,FIXED_REFERENCE_NOT_NULL,Fixed reference: percentile and p-value empty
